Internal ID,Name,Short name,URL name,Tags,Home page,Publication scheme,Disclosure log,Notes,Created at,Updated at,Version,Registrator e-mail,Regular e-mail
10197,Polismyndigheten,,polismyndigheten,polis forvaltningsmyndighet beredskapsmyndighet justitiedepartementet,https://www.polisen.se,,,,2019-03-25 22:08:07 +0100,2025-09-02 04:55:10 +0200,5,registrator@polisen.se,kommun@polisen.se
10198,Post- och telestyrelsen,PTS,pts,digitalinfrastruktur forvaltningsmyndighet beredskapsmyndighet infrastrukturdepartementet not_many_requests,https://www.pts.se,,,,2019-03-25 22:08:07 +0100,2023-11-08 04:55:22 +0100,4,registrator@pts.se,kommun@pts.se
10199,Regeringskansliet,GO,go,regeringen,https://www.regeringen.se,,,,2019-03-25 22:08:07 +0100,2025-05-29 04:55:53 +0200,3,registrator@regeringen.se,kommun@regeringen.se
10200,Regionala Etikprövningsnämnden I Göteborg,EPN GU,epn_gu,overklagan defunct,https://www.epn.se/goeteborg,,,,2019-03-25 22:08:07 +0100,2023-02-18 17:57:33 +0100,4,registrator@epn.se,kommun@epn.se
10201,Regionala Etikprövningsnämnden I Linköping,EPN LIU,epn_liu,overklagan defunct,https://www.epn.se/linkoeping/om-naemnden/,,,,2019-03-25 22:08:07 +0100,2023-02-18 17:57:33 +0100,4,registrator@epn.se,kommun@epn.se
10202,Regionala Etikprövningsnämnden I Lund,EPN LU,epn_lu,overklagan defunct,https://www.epn.se/lund/om-naemnden/,,,,2019-03-25 22:08:07 +0100,2023-02-18 17:57:33 +0100,4,registrator@epn.se,kommun@epn.se
10203,Regionala Etikprövningsnämnden I Stockholm,EPN SU,epn_su,overklagan defunct,https://www.epn.se/stockholm/om-naemnden/,,,,2019-03-25 22:08:07 +0100,2023-02-18 17:57:33 +0100,4,registrator@epn.se,kommun@epn.se
10204,Regionala Etikprövningsnämnden I Umeå,EPN UMU,epn_umu,overklagan defunct,https://www.epn.se/umeaa/om-naemnden/,,,,2019-03-25 22:08:08 +0100,2023-02-18 17:57:33 +0100,4,registrator@epn.se,kommun@epn.se
10205,Regionala Etikprövningsnämnden I Uppsala,EPN UU,epn_uu,overklagan defunct,https://www.epn.se/uppsala/om-naemnden/,,,,2019-03-25 22:08:08 +0100,2023-02-18 17:57:33 +0100,4,registrator@epn.se,kommun@epn.se
10206,Revisorsinspektionen,RI,ri,lagochrattinspektion forvaltningsmyndighet justitiedepartementet not_many_requests,https://www.revisorsinspektionen.se,,,,2019-03-25 22:08:08 +0100,2023-02-18 17:57:46 +0100,3,registrator@revisorsinspektionen.se,kommun@revisorsinspektionen.se
