Internal ID,Name,Short name,URL name,Tags,Home page,Publication scheme,Disclosure log,Notes,Created at,Updated at,Version,Registrator e-mail,Regular e-mail
9692,Bromma stadsdelsförvaltning,,bromma_stadsdelsforvaltning,stadsdelsforvaltning stockholm not_many_requests,https://www.stockholm.se/OmStockholm/Forvaltningar-och-bolag/Stadsdelsforvaltningar/#listrad_Bromma,,,,2019-03-25 22:07:24 +0100,2025-09-13 04:55:05 +0200,4,registrator@stockholm.se,
9693,Enskede-Årsta-Vantör stadsdelsförvaltning,,enskede_arsta_vantor_stadsdelsforvaltning,stadsdelsforvaltning stockholm not_many_requests,https://www.stockholm.se/OmStockholm/Forvaltningar-och-bolag/Stadsdelsforvaltningar/#listrad_Enskede-Arsta-Vantor,,,,2019-03-25 22:07:24 +0100,2023-11-08 04:55:16 +0100,4,registrator@stockholm.se,
9694,Farsta stadsdelsförvaltning,,farsta_stadsdelsforvaltning,stadsdelsforvaltning stockholm not_many_requests,https://www.stockholm.se/OmStockholm/Forvaltningar-och-bolag/Stadsdelsforvaltningar/#listrad_Farsta,,,,2019-03-25 22:07:24 +0100,2023-02-18 17:57:06 +0100,4,registrator@stockholm.se,
9695,Hägersten-Älvsjö stadsdelsförvaltning,,hagersten_alvsjo_stadsdelsforvaltning,stadsdelsforvaltning stockholm not_many_requests,https://start.stockholm/om-stockholms-stad/organisation/stadsdelsforvaltningar/hagersten-alvsjo/,,,,2019-03-25 22:07:24 +0100,2023-10-02 04:55:13 +0200,4,registrator@stockholm.se,
9696,Hässelby-Vällingby stadsdelsförvaltning,,hasselby_vallingby_stadsdelsforvaltning,stadsdelsforvaltning stockholm not_many_requests,https://www.stockholm.se/OmStockholm/Forvaltningar-och-bolag/Stadsdelsforvaltningar/#listrad_Hasselby-Vallingby,,,,2019-03-25 22:07:24 +0100,2023-02-18 17:57:13 +0100,4,registrator@stockholm.se,
9697,Kungsholmens stadsdelsförvaltning,,kungsholmens_stadsdelsforvaltning,stadsdelsforvaltning stockholm not_many_requests,https://www.stockholm.se/OmStockholm/Forvaltningar-och-bolag/Stadsdelsforvaltningar/#listrad_Kungsholmen,,,,2019-03-25 22:07:24 +0100,2023-11-11 04:55:12 +0100,4,registrator@stockholm.se,
9698,Norrmalms stadsdelsförvaltning,,norrmalms_stadsdelsforvaltning,stadsdelsforvaltning stockholm not_many_requests,https://www.stockholm.se/OmStockholm/Forvaltningar-och-bolag/Stadsdelsforvaltningar/#listrad_Norrmalm,,,,2019-03-25 22:07:25 +0100,2023-02-18 17:57:29 +0100,4,registrator@stockholm.se,
9699,Rinkeby-Kista stadsdelsförvaltning,,rinkeby_kista_stadsdelsforvaltning,stadsdelsforvaltning stockholm not_many_requests,https://www.stockholm.se/OmStockholm/Forvaltningar-och-bolag/Stadsdelsforvaltningar/#listrad_Rinkeby-Kista,,,,2019-03-25 22:07:25 +0100,2023-10-14 04:55:12 +0200,4,registrator@stockholm.se,
9700,Skarpnäcks stadsdelsförvaltning,,skarpnacks_stadsdelsforvaltning,stadsdelsforvaltning stockholm not_many_requests,https://www.stockholm.se/OmStockholm/Forvaltningar-och-bolag/Stadsdelsforvaltningar/#listrad_Skarpnack,,,,2019-03-25 22:07:25 +0100,2023-02-18 17:57:38 +0100,4,registrator@stockholm.se,
9701,Skärholmens stadsdelsförvaltning,,skarholmens_stadsdelsforvaltning,stadsdelsforvaltning stockholm not_many_requests,https://www.stockholm.se/OmStockholm/Forvaltningar-och-bolag/Stadsdelsforvaltningar/#listrad_Skarholmen,,,,2019-03-25 22:07:25 +0100,2023-02-18 17:57:39 +0100,4,registrator@stockholm.se,
9702,Spånga-Tensta stadsdelsförvaltning,,spanga_tensta_stadsdelsforvaltning,stadsdelsforvaltning stockholm not_many_requests,https://www.stockholm.se/OmStockholm/Forvaltningar-och-bolag/Stadsdelsforvaltningar/#listrad_Spanga-Tensta,,,,2019-03-25 22:07:25 +0100,2023-02-18 17:57:40 +0100,4,registrator@stockholm.se,
9703,Södermalms stadsdelsförvaltning,,sodermalms_stadsdelsforvaltning,stadsdelsforvaltning stockholm not_many_requests,https://www.stockholm.se/OmStockholm/Forvaltningar-och-bolag/Stadsdelsforvaltningar/#listrad_Sodermalm,,,,2019-03-25 22:07:25 +0100,2023-02-18 17:57:47 +0100,4,registrator@stockholm.se,
9704,Älvsjö stadsdelsförvaltning,,alvsjo_stadsdelsforvaltning,stadsdelsforvaltning stockholm defunct,https://www.stockholm.se/OmStockholm/Forvaltningar-och-bolag/Stadsdelsforvaltningar/#listrad_Alvsjo,,,,2019-03-25 22:07:25 +0100,2023-02-18 17:58:03 +0100,5,registrator@stockholm.se,
9705,Östermalms stadsdelsförvaltning,,ostermalms_stadsdelsforvaltning,stadsdelsforvaltning stockholm not_many_requests,https://www.stockholm.se/OmStockholm/Forvaltningar-och-bolag/Stadsdelsforvaltningar/#listrad_Ostermalm,,,,2019-03-25 22:07:25 +0100,2023-02-18 17:58:04 +0100,4,registrator@stockholm.se,
9706,Upplands Väsby kommun,,upplands_vasby_kommun,kommun stockholm not_many_requests,https://www.upplandsvasby.se,,,,2019-03-25 22:07:25 +0100,2023-03-30 04:55:09 +0200,4,registrator@upplandsvasby.se,kommun@upplandsvasby.se
9707,Vallentuna kommun,,vallentuna_kommun,kommun stockholm not_many_requests,https://www.vallentuna.se,,,,2019-03-25 22:07:25 +0100,2023-03-30 04:55:09 +0200,4,registrator@vallentuna.se,kommun@vallentuna.se
9708,Österåkers kommun,,osterakers_kommun,kommun stockholm not_many_requests,https://www.osteraker.se,,,,2019-03-25 22:07:25 +0100,2023-10-07 04:55:15 +0200,4,registrator@osteraker.se,kommun@osteraker.se
9709,Värmdö kommun,,varmdo_kommun,kommun stockholm not_many_requests,https://www.varmdo.se,,,,2019-03-25 22:07:25 +0100,2025-04-10 04:57:11 +0200,4,registrator@varmdo.se,kommun@varmdo.se
9710,Järfälla kommun,,jarfalla_kommun,kommun stockholm not_many_requests,https://www.jarfalla.se,,,,2019-03-25 22:07:26 +0100,2025-10-15 04:55:05 +0200,4,registrator@jarfalla.se,kommun@jarfalla.se
9711,Ekerö kommun,,ekero_kommun,kommun stockholm not_many_requests,https://www.ekero.se,,,,2019-03-25 22:07:26 +0100,2023-03-30 04:55:09 +0200,4,registrator@ekero.se,kommun@ekero.se
9712,Huddinge kommun,,huddinge_kommun,kommun stockholm not_many_requests,https://www.huddinge.se,,,,2019-03-25 22:07:26 +0100,2025-04-03 04:55:51 +0200,4,registrator@huddinge.se,kommun@huddinge.se
9713,Botkyrka kommun,,botkyrka_kommun,kommun stockholm not_many_requests,https://www.botkyrka.se,,,,2019-03-25 22:07:26 +0100,2023-03-30 04:55:09 +0200,4,registrator@botkyrka.se,kommun@botkyrka.se
9714,Salems kommun,,salems_kommun,kommun stockholm not_many_requests,https://www.salem.se,,,,2019-03-25 22:07:26 +0100,2023-03-30 04:55:09 +0200,4,registrator@salem.se,kommun@salem.se
9715,Haninge kommun,,haninge_kommun,kommun stockholm not_many_requests,https://www.haninge.se,,,,2019-03-25 22:07:26 +0100,2025-01-14 04:55:39 +0100,4,registrator@haninge.se,kommun@haninge.se
